Date,Region/City,Region/City-Eng,Day-Confirmed,Day-Deaths,Day-Recovered,Confirmed,Deaths,Recovered
2020-04-05,Ярославская область,Yaroslavskaya oblast,1.0,0.0,0.0,6.0,0.0,1.0
2020-04-06,Алтайский край,Altai region,5.0,0.0,0.0,12.0,0.0,0.0
2020-04-06,Архангельская область,Arhangelsk region,6.0,0.0,0.0,14.0,0.0,3.0
2020-04-06,Белгород,Belgorod,4.0,0.0,0.0,11.0,0.0,1.0
2020-04-06,Брянская область,Bryansk region,5.0,0.0,0.0,24.0,0.0,0.0
2020-04-06,Владимирская область,Vladimir region,2.0,0.0,0.0,5.0,1.0,0.0
2020-04-06,Волгоградская область,Volgograd region,7.0,0.0,0.0,15.0,0.0,1.0
2020-04-06,Вологодская область,Vologda Region,10.0,0.0,0.0,23.0,0.0,0.0
2020-04-06,Воронежская область,Voronezh region,9.0,0.0,0.0,23.0,0.0,4.0
2020-04-06,Забайкальский край,Transbaikal region,0.0,0.0,0.0,1.0,0.0,1.0
2020-04-06,Ивановская область,Ivanovo region,10.0,0.0,0.0,33.0,0.0,1.0
2020-04-06,Иркутская область,Irkutsk region,5.0,1.0,0.0,13.0,1.0,0.0
2020-04-06,Калужская область,Kaluga region,1.0,0.0,0.0,7.0,0.0,1.0
2020-04-06,Кемеровская область,Kemerovo region,2.0,0.0,0.0,5.0,0.0,2.0
2020-04-06,Кировская область,Kirov region,0.0,0.0,0.0,18.0,0.0,3.0
2020-04-06,Костромская область,Kostroma region,1.0,0.0,0.0,9.0,1.0,0.0
2020-04-06,Краснодарский край,Krasnodar region,11.0,0.0,4.0,50.0,0.0,8.0
2020-04-06,Красноярский край,Krasnoyarsk region,3.0,0.0,1.0,32.0,0.0,5.0
2020-04-06,Ленинградская область,Leningrad region,5.0,0.0,0.0,62.0,0.0,1.0
2020-04-06,Липецкая область,Lipetsk region,8.0,0.0,0.0,26.0,0.0,5.0
2020-04-06,Москва,Moscow,591.0,0.0,8.0,4484.0,29.0,206.0
2020-04-06,Московская область,Moscow region,82.0,1.0,6.0,387.0,3.0,39.0
2020-04-06,Мурманская область,Murmansk region,3.0,0.0,0.0,18.0,0.0,1.0
2020-04-06,Нижегородская область,Nizhny Novgorod Region,9.0,2.0,0.0,56.0,2.0,4.0
2020-04-06,Новгородская область,Novgorod region,2.0,0.0,0.0,5.0,0.0,1.0
2020-04-06,Оренбургская область,Orenburg region,1.0,0.0,0.0,14.0,1.0,1.0
2020-04-06,Орловская область,Oryol Region,1.0,0.0,0.0,7.0,0.0,0.0
2020-04-06,Пензенская область,Penza region,5.0,0.0,0.0,32.0,1.0,1.0
2020-04-06,Приморский край,Primorsky Krai,1.0,0.0,0.0,8.0,1.0,2.0
2020-04-06,Псковская область,Pskov region,1.0,0.0,0.0,10.0,2.0,3.0
2020-04-06,Республика Адыгея,Republic of Adygea,6.0,0.0,0.0,13.0,0.0,0.0
2020-04-06,Республика Бурятия,The Republic of Buryatia,8.0,0.0,0.0,43.0,0.0,0.0
2020-04-06,Республика Дагестан,The Republic of Dagestan,5.0,0.0,4.0,30.0,0.0,4.0
2020-04-06,Республика Карелия,The Republic of Karelia,2.0,0.0,0.0,2.0,0.0,0.0
2020-04-06,Республика Крым,Republic of Crimea,1.0,0.0,3.0,21.0,0.0,6.0
2020-04-06,Республика Марий Эл,Mari El Republic,9.0,0.0,0.0,13.0,0.0,0.0
2020-04-06,Республика Мордовия,The Republic of Mordovia,1.0,0.0,0.0,6.0,0.0,3.0
2020-04-06,Республика Северная Осетия - Алания,Republic of North Ossetia - Alania,3.0,0.0,0.0,8.0,0.0,0.0
2020-04-06,Республика Татарстан,Republic of Tatarstan,16.0,0.0,0.0,41.0,0.0,6.0
2020-04-06,Республика Хакасия,The Republic of Khakassia,2.0,0.0,0.0,5.0,0.0,1.0
2020-04-06,Республика Чувашия,Chuvash Republic,2.0,0.0,0.0,6.0,0.0,1.0
2020-04-06,Республика коми,Komi Republic,31.0,1.0,0.0,90.0,3.0,1.0
2020-04-06,Рязанская область,Ryazan Oblast,5.0,0.0,0.0,17.0,0.0,2.0
2020-04-06,Самарская область,Samara Region,0.0,0.0,1.0,17.0,0.0,9.0
2020-04-06,Санкт-Петербург,St. Petersburg,35.0,1.0,25.0,226.0,3.0,32.0
2020-04-06,Свердловская область,Sverdlovsk region,4.0,0.0,9.0,44.0,0.0,22.0
2020-04-06,Смоленская область,Smolensk region,1.0,0.0,0.0,3.0,0.0,0.0
2020-04-06,Ставропольский край,Stavropol region,9.0,0.0,1.0,20.0,0.0,5.0
2020-04-06,Тамбовская область,Tambov Region,8.0,0.0,0.0,15.0,0.0,2.0
2020-04-06,Тверская область,Tver region,2.0,0.0,0.0,8.0,0.0,2.0
2020-04-06,Тульская область,Tula region,10.0,0.0,1.0,39.0,0.0,4.0
2020-04-06,Ульяновская область,Ulyanovsk region,1.0,0.0,0.0,2.0,0.0,1.0
2020-04-06,Челябинская область,Chelyabinsk region,4.0,0.0,2.0,31.0,0.0,4.0
2020-04-06,Чеченская Республика,Chechen Republic,1.0,0.0,0.0,16.0,1.0,0.0
2020-04-07,Белгород,Belgorod,3.0,0.0,0.0,14.0,0.0,1.0
2020-04-07,Брянская область,Bryansk region,32.0,0.0,0.0,56.0,0.0,0.0
2020-04-07,Владимирская область,Vladimir region,7.0,0.0,0.0,12.0,1.0,0.0
2020-04-07,Волгоградская область,Volgograd region,11.0,0.0,0.0,26.0,0.0,1.0
2020-04-07,Воронежская область,Voronezh region,0.0,0.0,5.0,23.0,0.0,9.0
2020-04-07,Забайкальский край,Transbaikal region,2.0,0.0,0.0,3.0,0.0,1.0
2020-04-07,Ивановская область,Ivanovo region,14.0,0.0,0.0,47.0,0.0,1.0
2020-04-07,Иркутская область,Irkutsk region,1.0,0.0,0.0,14.0,1.0,0.0
2020-04-07,Кабардино-Балкарская Республика,Kabardino-Balkar Republic,5.0,0.0,0.0,13.0,0.0,0.0
2020-04-07,Калининградская область,Kaliningrad region,29.0,0.0,3.0,48.0,0.0,8.0
2020-04-07,Калужская область,Kaluga region,4.0,0.0,1.0,11.0,0.0,2.0
2020-04-07,Карачаево-Черкесская Республика,Karachay-Cherkess Republic,3.0,0.0,0.0,3.0,0.0,0.0
2020-04-07,Кировская область,Kirov region,2.0,0.0,2.0,20.0,0.0,7.0
2020-04-07,Костромская область,Kostroma region,0.0,0.0,2.0,9.0,1.0,2.0
2020-04-07,Краснодарский край,Krasnodar region,11.0,1.0,1.0,61.0,1.0,9.0
2020-04-07,Москва,Moscow,697.0,2.0,16.0,5181.0,31.0,222.0
2020-04-07,Московская область,Moscow region,67.0,5.0,8.0,454.0,8.0,47.0
2020-04-07,Нижегородская область,Nizhny Novgorod Region,0.0,0.0,4.0,56.0,2.0,8.0
2020-04-07,Омская область,Omsk region,4.0,0.0,0.0,14.0,0.0,0.0
2020-04-07,Орловская область,Oryol Region,5.0,0.0,3.0,12.0,0.0,3.0
2020-04-07,Пензенская область,Penza region,19.0,0.0,0.0,51.0,1.0,1.0
2020-04-07,Пермский край,Perm,11.0,0.0,2.0,32.0,2.0,5.0
2020-04-07,Приморский край,Primorsky Krai,0.0,1.0,0.0,8.0,2.0,2.0
2020-04-07,Псковская область,Pskov region,4.0,0.0,0.0,14.0,2.0,3.0
2020-04-07,Республика Башкортостан,Republic of Bashkortostan,2.0,0.0,0.0,12.0,0.0,5.0
2020-04-07,Республика Бурятия,The Republic of Buryatia,7.0,1.0,0.0,50.0,1.0,0.0
2020-04-07,Республика Дагестан,The Republic of Dagestan,13.0,0.0,0.0,43.0,0.0,4.0
2020-04-07,Республика Ингушетия,The Republic of Ingushetia,6.0,0.0,0.0,7.0,0.0,0.0
2020-04-07,Республика Калмыкия,Republic of Kalmykia,4.0,0.0,0.0,11.0,0.0,0.0
2020-04-07,Республика Крым,Republic of Crimea,1.0,0.0,0.0,22.0,0.0,6.0
2020-04-07,Республика Северная Осетия - Алания,Republic of North Ossetia - Alania,1.0,0.0,0.0,9.0,0.0,0.0
2020-04-07,Республика Татарстан,Republic of Tatarstan,0.0,0.0,2.0,41.0,0.0,8.0
2020-04-07,Республика Чувашия,Chuvash Republic,11.0,0.0,0.0,17.0,0.0,1.0
2020-04-07,Республика коми,Komi Republic,11.0,0.0,0.0,101.0,3.0,1.0
2020-04-07,Ростовская область,Rostov region,8.0,0.0,0.0,17.0,0.0,0.0
2020-04-07,Санкт-Петербург,St. Petersburg,69.0,0.0,0.0,295.0,3.0,32.0
2020-04-07,Саратовская область,Saratov region,6.0,0.0,0.0,25.0,0.0,1.0
2020-04-07,Сахалинская область,Sakhalin region,0.0,0.0,4.0,6.0,0.0,4.0
2020-04-07,Свердловская область,Sverdlovsk region,7.0,0.0,0.0,51.0,0.0,22.0
2020-04-07,Ставропольский край,Stavropol region,19.0,0.0,0.0,39.0,0.0,5.0
2020-04-07,Тульская область,Tula region,10.0,0.0,1.0,49.0,0.0,5.0
2020-04-07,Тюменская область,Tyumen region,7.0,0.0,2.0,18.0,0.0,4.0
2020-04-07,Удмуртская Республика,Udmurt republic,4.0,0.0,0.0,9.0,0.0,3.0
2020-04-07,Ульяновская область,Ulyanovsk region,2.0,0.0,0.0,4.0,0.0,1.0
2020-04-07,Хабаровский край,Khabarovsk region,5.0,0.0,0.0,16.0,0.0,0.0
2020-04-07,Ханты-Мансийский АО,Khanty-Mansiysk,19.0,0.0,0.0,38.0,0.0,2.0
2020-04-07,Челябинская область,Chelyabinsk region,1.0,0.0,0.0,32.0,0.0,4.0
2020-04-07,Чеченская Республика,Chechen Republic,1.0,0.0,12.0,17.0,1.0,12.0
2020-04-07,Якутия,Yakutia,0.0,0.0,3.0,15.0,0.0,7.0
2020-04-07,Ямало-Ненецкий АО,Yamalo-Nenets Autonomous Okrug,18.0,0.0,0.0,30.0,0.0,0.0
2020-04-07,Ярославская область,Yaroslavskaya oblast,5.0,0.0,0.0,11.0,0.0,1.0
2020-04-08,Алтайский край,Altai region,6.0,0.0,0.0,18.0,0.0,0.0
2020-04-08,Белгород,Belgorod,4.0,0.0,0.0,18.0,0.0,1.0
2020-04-08,Брянская область,Bryansk region,1.0,0.0,0.0,57.0,0.0,0.0
2020-04-08,Владимирская область,Vladimir region,2.0,0.0,0.0,14.0,1.0,0.0
2020-04-08,Волгоградская область,Volgograd region,0.0,0.0,1.0,26.0,0.0,2.0
2020-04-08,Вологодская область,Vologda Region,4.0,0.0,0.0,27.0,0.0,0.0
2020-04-08,Воронежская область,Voronezh region,10.0,0.0,0.0,33.0,0.0,9.0
2020-04-08,Еврейская автономная область,Jewish Autonomous Region,3.0,0.0,0.0,6.0,0.0,0.0
2020-04-08,Забайкальский край,Transbaikal region,1.0,0.0,0.0,4.0,0.0,1.0
2020-04-08,Иркутская область,Irkutsk region,0.0,1.0,0.0,14.0,2.0,0.0
2020-04-08,Кабардино-Балкарская Республика,Kabardino-Balkar Republic,10.0,0.0,1.0,23.0,0.0,1.0
2020-04-08,Калининградская область,Kaliningrad region,1.0,0.0,1.0,49.0,0.0,9.0
2020-04-08,Карачаево-Черкесская Республика,Karachay-Cherkess Republic,2.0,0.0,0.0,5.0,0.0,0.0
2020-04-08,Кемеровская область,Kemerovo region,2.0,0.0,0.0,7.0,0.0,2.0
2020-04-08,Краснодарский край,Krasnodar region,24.0,0.0,6.0,85.0,1.0,15.0
2020-04-08,Красноярский край,Krasnoyarsk region,7.0,0.0,1.0,39.0,0.0,6.0
2020-04-08,Курганская область,Kurgan region,1.0,0.0,0.0,3.0,0.0,1.0
2020-04-08,Курская область,Kursk region,6.0,0.0,0.0,10.0,0.0,0.0
2020-04-08,Ленинградская область,Leningrad region,32.0,0.0,2.0,94.0,0.0,3.0
2020-04-08,Липецкая область,Lipetsk region,18.0,0.0,0.0,44.0,0.0,5.0
2020-04-08,Москва,Moscow,660.0,0.0,48.0,5841.0,31.0,270.0
2020-04-08,Московская область,Moscow region,95.0,2.0,3.0,549.0,10.0,50.0
2020-04-08,Мурманская область,Murmansk region,25.0,0.0,1.0,43.0,0.0,2.0
2020-04-08,Нижегородская область,Nizhny Novgorod Region,24.0,0.0,5.0,80.0,2.0,13.0
2020-04-08,Новосибирская область,Novosibirsk region,2.0,0.0,0.0,13.0,0.0,2.0
2020-04-08,Омская область,Omsk region,1.0,0.0,0.0,15.0,0.0,0.0
2020-04-08,Оренбургская область,Orenburg region,8.0,0.0,0.0,22.0,1.0,1.0
2020-04-08,Пензенская область,Penza region,1.0,0.0,0.0,52.0,1.0,1.0
2020-04-08,Пермский край,Perm,0.0,0.0,1.0,32.0,2.0,6.0
2020-04-08,Приморский край,Primorsky Krai,7.0,0.0,0.0,15.0,2.0,2.0
2020-04-08,Республика Башкортостан,Republic of Bashkortostan,4.0,0.0,0.0,16.0,0.0,5.0
2020-04-08,Республика Дагестан,The Republic of Dagestan,1.0,0.0,0.0,44.0,0.0,4.0
2020-04-08,Республика Ингушетия,The Republic of Ingushetia,18.0,0.0,0.0,25.0,0.0,0.0
2020-04-08,Республика Калмыкия,Republic of Kalmykia,4.0,0.0,2.0,15.0,0.0,2.0
2020-04-08,Республика Крым,Republic of Crimea,1.0,0.0,0.0,23.0,0.0,6.0
2020-04-08,Республика Марий Эл,Mari El Republic,27.0,0.0,0.0,40.0,0.0,0.0
2020-04-08,Республика Мордовия,The Republic of Mordovia,7.0,0.0,0.0,13.0,0.0,3.0
2020-04-08,Республика Северная Осетия - Алания,Republic of North Ossetia - Alania,6.0,1.0,0.0,15.0,1.0,0.0
2020-04-08,Республика Татарстан,Republic of Tatarstan,0.0,0.0,2.0,41.0,0.0,10.0
2020-04-08,Республика Хакасия,The Republic of Khakassia,1.0,0.0,0.0,6.0,0.0,1.0
2020-04-08,Республика коми,Komi Republic,18.0,0.0,0.0,119.0,3.0,1.0
2020-04-08,Ростовская область,Rostov region,4.0,0.0,0.0,21.0,0.0,0.0
2020-04-08,Рязанская область,Ryazan Oblast,15.0,0.0,0.0,32.0,0.0,2.0
2020-04-08,Самарская область,Samara Region,1.0,0.0,0.0,18.0,0.0,9.0
2020-04-08,Санкт-Петербург,St. Petersburg,34.0,0.0,11.0,329.0,3.0,43.0
2020-04-08,Саратовская область,Saratov region,1.0,0.0,0.0,26.0,0.0,1.0
2020-04-08,Сахалинская область,Sakhalin region,5.0,0.0,0.0,11.0,0.0,4.0
2020-04-08,Свердловская область,Sverdlovsk region,5.0,0.0,3.0,56.0,0.0,25.0
2020-04-08,Севастополь,Sevastopol,0.0,0.0,2.0,5.0,0.0,2.0
2020-04-08,Смоленская область,Smolensk region,4.0,0.0,0.0,7.0,0.0,0.0
2020-04-08,Тамбовская область,Tambov Region,6.0,0.0,0.0,21.0,0.0,3.0
2020-04-08,Тверская область,Tver region,4.0,0.0,0.0,12.0,0.0,2.0
2020-04-08,Томская область,Tomsk region,1.0,0.0,0.0,4.0,0.0,1.0
2020-04-08,Тульская область,Tula region,5.0,0.0,0.0,54.0,0.0,5.0
2020-04-08,Хабаровский край,Khabarovsk region,8.0,1.0,0.0,24.0,1.0,0.0
2020-04-08,Ханты-Мансийский АО,Khanty-Mansiysk,3.0,0.0,1.0,41.0,0.0,3.0
2020-04-08,Чеченская Республика,Chechen Republic,5.0,0.0,3.0,22.0,1.0,15.0
2020-04-08,Якутия,Yakutia,1.0,0.0,0.0,16.0,0.0,7.0
2020-04-08,Ямало-Ненецкий АО,Yamalo-Nenets Autonomous Okrug,11.0,0.0,0.0,41.0,0.0,0.0
